Survived,Pclass,Name,Sex,Age,Siblings/Spouses Aboard,Parents/Children Aboard,Fare,UUID
1,1,Mr. Elmer Zebley Taylor,male,48,1,0,52,a9aca7ca-91d3-11e9-af94-a45e60d235db
0,3,Mr. August Viktor Larsson,male,29,0,0,9.4833,a9aca81a-91d3-11e9-af94-a45e60d235db
0,2,Mr. Samuel Greenberg,male,52,0,0,13,a9aca874-91d3-11e9-af94-a45e60d235db
0,3,Mr. Peter Andreas Lauritz Andersen Soholt,male,19,0,0,7.65,a9aca8c4-91d3-11e9-af94-a45e60d235db
1,1,Miss. Caroline Louise Endres,female,38,0,0,227.525,a9aca91e-91d3-11e9-af94-a45e60d235db
1,2,Miss. Edwina Celia Troutt,female,27,0,0,10.5,a9aca978-91d3-11e9-af94-a45e60d235db
0,3,Mr. Malkolm Joackim Johnson,male,33,0,0,7.775,a9aca9d2-91d3-11e9-af94-a45e60d235db
1,2,Miss. Annie Jessie Harper,female,6,0,1,33,a9acaa22-91d3-11e9-af94-a45e60d235db
0,3,Mr. Svend Lauritz Jensen,male,17,1,0,7.0542,a9acaa7c-91d3-11e9-af94-a45e60d235db
0,2,Mr. William Henry Gillespie,male,34,0,0,13,a9acaacc-91d3-11e9-af94-a45e60d235db
0,2,Mr. Henry Price Hodges,male,50,0,0,13,a9acab26-91d3-11e9-af94-a45e60d235db
1,1,Mr. Norman Campbell Chambers,male,27,1,0,53.1,a9acab76-91d3-11e9-af94-a45e60d235db
0,3,Mr. Luka Oreskovic,male,20,0,0,8.6625,a9acabd0-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Peter Henry (Lillian Jefferys) Renouf,female,30,3,0,21,a9acac2a-91d3-11e9-af94-a45e60d235db
1,3,Miss. Margareth Mannion,female,28,0,0,7.7375,a9acac84-91d3-11e9-af94-a45e60d235db
0,2,Mr. Kurt Arnold Gottfrid Bryhl,male,25,1,0,26,a9acacde-91d3-11e9-af94-a45e60d235db
0,3,Miss. Pieta Sofia Ilmakangas,female,25,1,0,7.925,a9acad38-91d3-11e9-af94-a45e60d235db
1,1,Miss. Elisabeth Walton Allen,female,29,0,0,211.3375,a9acad92-91d3-11e9-af94-a45e60d235db
0,3,Mr. Houssein G N Hassan,male,11,0,0,18.7875,a9acadec-91d3-11e9-af94-a45e60d235db
0,2,Mr. Robert J Knight,male,41,0,0,0,a9acae3c-91d3-11e9-af94-a45e60d235db
0,2,Mr. William John Berriman,male,23,0,0,13,a9acae8c-91d3-11e9-af94-a45e60d235db
0,2,Mr. Moses Aaron Troupiansky,male,23,0,0,13,a9acaee6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Leslie Williams,male,28.5,0,0,16.1,a9acaf40-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Edward (Margaret Ann Watson) Ford,female,48,1,3,34.375,a9acaf90-91d3-11e9-af94-a45e60d235db
1,1,Mr. Gustave J Lesurer,male,35,0,0,512.3292,a9acafea-91d3-11e9-af94-a45e60d235db
0,3,Mr. Kanio Ivanoff,male,20,0,0,7.8958,a9acb044-91d3-11e9-af94-a45e60d235db
0,3,Mr. Minko Nankoff,male,32,0,0,7.8958,a9acb094-91d3-11e9-af94-a45e60d235db
1,1,Mr. Walter James Hawksford,male,45,0,0,30,a9acb0ee-91d3-11e9-af94-a45e60d235db
0,1,Mr. Tyrell William Cavendish,male,36,1,0,78.85,a9acb148-91d3-11e9-af94-a45e60d235db
1,1,Miss. Susan Parker Ryerson,female,21,2,2,262.375,a9acb1a2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Neal McNamee,male,24,1,0,16.1,a9acb1fc-91d3-11e9-af94-a45e60d235db
1,3,Mr. Juho Stranden,male,31,0,0,7.925,a9acb24c-91d3-11e9-af94-a45e60d235db
0,1,Capt. Edward Gifford Crosby,male,70,1,1,71,a9acb2a6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Rossmore Edward Abbott,male,16,1,1,20.25,a9acb2f6-91d3-11e9-af94-a45e60d235db
1,2,Miss. Anna Sinkkonen,female,30,0,0,13,a9acb350-91d3-11e9-af94-a45e60d235db
0,1,Mr. Daniel Warner Marvin,male,19,1,0,53.1,a9acb3a0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Michael Connaghton,male,31,0,0,7.75,a9acb3fa-91d3-11e9-af94-a45e60d235db
1,2,Miss. Joan Wells,female,4,1,1,23,a9acb44a-91d3-11e9-af94-a45e60d235db
1,3,Master. Meier Moor,male,6,0,1,12.475,a9acb49a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johannes Joseph Vande Velde,male,33,0,0,9.5,a9acb4f4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Lalio Jonkoff,male,23,0,0,7.8958,a9acb544-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Samuel (Jane Laver) Herman,female,48,1,2,65,a9acb59e-91d3-11e9-af94-a45e60d235db
1,2,Master. Viljo Hamalainen,male,0.67,1,1,14.5,a9acb5ee-91d3-11e9-af94-a45e60d235db
0,3,Mr. August Sigfrid Carlsson,male,28,0,0,7.7958,a9acb648-91d3-11e9-af94-a45e60d235db
0,2,Mr. Percy Andrew Bailey,male,18,0,0,11.5,a9acb6d4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Thomas Leonard Theobald,male,34,0,0,8.05,a9acb742-91d3-11e9-af94-a45e60d235db
1,1,the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes,female,33,0,0,86.5,a9acb79c-91d3-11e9-af94-a45e60d235db
0,3,Mr. John Garfirth,male,23,0,0,14.5,a9acb7f6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Iisakki Antino Aijo Nirva,male,41,0,0,7.125,a9acb850-91d3-11e9-af94-a45e60d235db
1,3,Mr. Hanna Assi Barah,male,20,0,0,7.2292,a9acb8a0-91d3-11e9-af94-a45e60d235db
1,1,Mrs. William Ernest (Lucile Polk) Carter,female,36,1,2,120,a9acb972-91d3-11e9-af94-a45e60d235db
0,3,Mr. Hans Linus Eklund,male,16,0,0,7.775,a9acb9e0-91d3-11e9-af94-a45e60d235db
1,1,Mrs. John C (Anna Andrews) Hogeboom,female,51,1,0,77.9583,a9acba3a-91d3-11e9-af94-a45e60d235db
0,1,Dr. Arthur Jackson Brewe,male,46,0,0,39.6,a9acba94-91d3-11e9-af94-a45e60d235db
0,3,Miss. Mary Mangan,female,30.5,0,0,7.75,a9acbaee-91d3-11e9-af94-a45e60d235db
0,3,Mr. Daniel J Moran,male,28,1,0,24.15,a9acbb48-91d3-11e9-af94-a45e60d235db
0,3,Mr. Daniel Danielsen Gronnestad,male,32,0,0,8.3625,a9acbb98-91d3-11e9-af94-a45e60d235db
0,3,Mr. Rene Aime Lievens,male,24,0,0,9.5,a9acbbf2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Niels Peder Jensen,male,48,0,0,7.8542,a9acbc42-91d3-11e9-af94-a45e60d235db
0,2,Mrs. (Mary) Mack,female,57,0,0,10.5,a9acbc9c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Dibo Elias,male,29,0,0,7.225,a9acbcec-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Elizabeth (Eliza Needs) Hocking,female,54,1,3,23,a9acbd46-91d3-11e9-af94-a45e60d235db
0,3,Mr. Pehr Fabian Oliver Malkolm Myhrman,male,18,0,0,7.75,a9acbda0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Roger Tobin,male,20,0,0,7.75,a9acbdf0-91d3-11e9-af94-a45e60d235db
1,3,Miss. Virginia Ethel Emanuel,female,5,0,0,12.475,a9acbe4a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Thomas J Kilgannon,male,22,0,0,7.7375,a9acbea4-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,female,43,0,1,211.3375,a9acbefe-91d3-11e9-af94-a45e60d235db
1,3,Miss. Banoura Ayoub,female,13,0,0,7.2292,a9acbf58-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Albert Adrian (Vera Gillespie) Dick,female,17,1,0,57,a9acbfb2-91d3-11e9-af94-a45e60d235db
0,1,Mr. Milton Clyde Long,male,29,0,0,30,a9acc00c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Andrew G Johnston,male,35,1,2,23.45,a9acc05c-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Ali,male,25,0,0,7.05,a9acc0ac-91d3-11e9-af94-a45e60d235db
0,3,Mr. Abraham (David Lishin) Harmer,male,25,0,0,7.25,a9acc0fc-91d3-11e9-af94-a45e60d235db
1,3,Miss. Anna Sofia Sjoblom,female,18,0,0,7.4958,a9acc156-91d3-11e9-af94-a45e60d235db
0,3,Master. George Hugh Rice,male,8,4,1,29.125,a9acc1b0-91d3-11e9-af94-a45e60d235db
1,3,Master. Bertram Vere Dean,male,1,1,2,20.575,a9acc200-91d3-11e9-af94-a45e60d235db
0,1,Mr. Benjamin Guggenheim,male,46,0,0,79.2,a9acc25a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Andrew Keane,male,20,0,0,7.75,a9acc2aa-91d3-11e9-af94-a45e60d235db
0,2,Mr. Alfred Gaskell,male,16,0,0,26,a9acc304-91d3-11e9-af94-a45e60d235db
0,3,Miss. Stella Anna Sage,female,21,8,2,69.55,a9acc354-91d3-11e9-af94-a45e60d235db
0,1,Mr. William Fisher Hoyt,male,43,0,0,30.6958,a9acc3ae-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ristiu Dantcheff,male,25,0,0,7.8958,a9acc3fe-91d3-11e9-af94-a45e60d235db
0,2,Mr. Richard Otter,male,39,0,0,13,a9acc44e-91d3-11e9-af94-a45e60d235db
1,1,Dr. Alice (Farnham) Leader,female,49,0,0,25.9292,a9acc4a8-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Mara Osman,female,31,0,0,8.6833,a9acc4f8-91d3-11e9-af94-a45e60d235db
0,3,Mr. Yousseff Ibrahim Shawah,male,30,0,0,7.2292,a9acc552-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe,female,30,1,1,24.15,a9acc5ac-91d3-11e9-af94-a45e60d235db
0,2,Mr. Martin Ponesell,male,34,0,0,13,a9acc606-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Harvey (Charlotte Annie Tate) Collyer,female,31,1,1,26.25,a9acc660-91d3-11e9-af94-a45e60d235db
1,1,Master. William Thornton II Carter,male,11,1,2,120,a9acc6ba-91d3-11e9-af94-a45e60d235db
1,3,Master. Assad Alexander Thomas,male,0.42,0,1,8.5167,a9acc714-91d3-11e9-af94-a45e60d235db
1,3,Mr. Oskar Arvid Hedman,male,27,0,0,6.975,a9acc764-91d3-11e9-af94-a45e60d235db
0,3,Mr. Karl Johan Johansson,male,31,0,0,7.775,a9acc7be-91d3-11e9-af94-a45e60d235db
0,1,Mr. Thomas Jr Andrews,male,39,0,0,0,a9acc80e-91d3-11e9-af94-a45e60d235db
0,3,Miss. Ellen Natalia Pettersson,female,18,0,0,7.775,a9acc868-91d3-11e9-af94-a45e60d235db
0,2,Mr. August Meyer,male,39,0,0,13,a9acc8b8-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Norman Campbell (Bertha Griggs) Chambers,female,33,1,0,53.1,a9acc912-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Alexander,male,26,0,0,7.8875,a9acc96c-91d3-11e9-af94-a45e60d235db
0,3,Mr. James Lester,male,39,0,0,24.15,a9acc9bc-91d3-11e9-af94-a45e60d235db
0,2,Mr. Richard James Slemen,male,35,0,0,10.5,a9acca16-91d3-11e9-af94-a45e60d235db
0,3,Miss. Ebba Iris Alfrida Andersson,female,6,4,2,31.275,a9acca66-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ernest Portage Tomlin,male,30.5,0,0,8.05,a9accac0-91d3-11e9-af94-a45e60d235db
0,1,Mr. Richard Fry,male,39,0,0,0,a9accb10-91d3-11e9-af94-a45e60d235db
0,3,Miss. Wendla Maria Heininen,female,23,0,0,7.925,a9accb6a-91d3-11e9-af94-a45e60d235db
0,2,Mr. Albert Mallet,male,31,1,1,37.0042,a9accbba-91d3-11e9-af94-a45e60d235db
0,3,Mr. John Fredrik Alexander Holm,male,43,0,0,6.45,a9accc14-91d3-11e9-af94-a45e60d235db
0,3,Master. Karl Thorsten Skoog,male,10,3,2,27.9,a9accc6e-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Charles Melville (Clara Jennings Gregg) Hays,female,52,1,1,93.5,a9acccc8-91d3-11e9-af94-a45e60d235db
1,3,Mr. Nikola Lulic,male,27,0,0,8.6625,a9accd22-91d3-11e9-af94-a45e60d235db
0,1,Jonkheer. John George Reuchlin,male,38,0,0,0,a9accd7c-91d3-11e9-af94-a45e60d235db
1,3,Mrs. (Beila) Moor,female,27,0,1,12.475,a9accdcc-91d3-11e9-af94-a45e60d235db
0,3,Master. Urho Abraham Panula,male,2,4,1,39.6875,a9acce26-91d3-11e9-af94-a45e60d235db
0,3,Mr. John Flynn,male,36,0,0,6.95,a9acce76-91d3-11e9-af94-a45e60d235db
0,3,Mr. Len Lam,male,23,0,0,56.4958,a9accfac-91d3-11e9-af94-a45e60d235db
1,2,Master. Andre Mallet,male,1,0,2,37.0042,a9acd01a-91d3-11e9-af94-a45e60d235db
1,3,Mr. Thomas Joseph McCormack,male,19,0,0,7.75,a9acd074-91d3-11e9-af94-a45e60d235db
1,1,Mrs. George Nelson (Martha Evelyn) Stone,female,62,0,0,80,a9acd0ce-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Antoni (Selini Alexander) Yasbeck,female,15,1,0,14.4542,a9acd132-91d3-11e9-af94-a45e60d235db
1,2,Master. George Sibley Richards,male,0.83,1,1,18.75,a9acd18c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Amin Saad,male,30,0,0,7.2292,a9acd1e6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Albert Augustsson,male,23,0,0,7.8542,a9acd236-91d3-11e9-af94-a45e60d235db
0,3,Mr. Owen George Allum,male,18,0,0,8.3,a9acd286-91d3-11e9-af94-a45e60d235db
1,1,Miss. Sara Rebecca Compton,female,39,1,1,83.1583,a9acd2e0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Jakob Pasic,male,21,0,0,8.6625,a9acd33a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Maurice Sirota,male,20,0,0,8.05,a9acd394-91d3-11e9-af94-a45e60d235db
1,3,Mr. Chang Chip,male,32,0,0,56.4958,a9acd3e4-91d3-11e9-af94-a45e60d235db
1,1,Mr. Pierre Marechal,male,29,0,0,29.7,a9acd434-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ilmari Rudolf Alhomaki,male,20,0,0,7.925,a9acd48e-91d3-11e9-af94-a45e60d235db
0,2,Mr. Thomas Charles Mudd,male,16,0,0,10.5,a9acd4de-91d3-11e9-af94-a45e60d235db
1,1,Miss. Augusta Serepeca,female,30,0,0,31,a9acd538-91d3-11e9-af94-a45e60d235db
0,3,Mr. Peter L Lemberopolous,male,34.5,0,0,6.4375,a9acd588-91d3-11e9-af94-a45e60d235db
0,3,Mr. Jeso Culumovic,male,17,0,0,8.6625,a9acd5e2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Anthony Abbing,male,42,0,0,7.55,a9acd632-91d3-11e9-af94-a45e60d235db
0,3,Mr. Douglas Bullen Sage,male,18,8,2,69.55,a9acd68c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Marin Markoff,male,35,0,0,7.8958,a9acd6dc-91d3-11e9-af94-a45e60d235db
0,2,Rev. John Harper,male,28,0,1,33,a9acd72c-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Samuel L (Edwiga Grabowska) Goldenberg,female,40,1,0,89.1042,a9acd786-91d3-11e9-af94-a45e60d235db
0,3,Master. Sigvard Harald Elias Andersson,male,4,4,2,31.275,a9acd7e0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johan Svensson,male,74,0,0,7.775,a9acd83a-91d3-11e9-af94-a45e60d235db
0,3,Miss. Nourelain Boulos,female,9,1,1,15.2458,a9acd894-91d3-11e9-af94-a45e60d235db
1,1,Miss. Mary Conover Lines,female,16,0,1,39.4,a9acd8ee-91d3-11e9-af94-a45e60d235db
0,2,Mrs. Ernest Courtenay (Lilian Hughes) Carter,female,44,1,0,26,a9acd948-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Sam (Leah Rosen) Aks,female,18,0,1,9.35,a9acd9a2-91d3-11e9-af94-a45e60d235db
1,1,Mrs. George Dennick (Mary Hitchcock) Wick,female,45,1,1,164.8667,a9acd9fc-91d3-11e9-af94-a45e60d235db
1,1,Mr. Peter Denis Daly,male,51,0,0,26.55,a9acda56-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Solomon (Latifa Qurban) Baclini,female,24,0,3,19.2583,a9acdb28-91d3-11e9-af94-a45e60d235db
0,3,Mr. Raihed Razi,male,30,0,0,7.2292,a9acdb96-91d3-11e9-af94-a45e60d235db
0,3,Mr. Claus Peter Hansen,male,41,2,0,14.1083,a9acdbf0-91d3-11e9-af94-a45e60d235db
0,2,Mr. Frederick Edward Giles,male,21,1,0,11.5,a9acdc4a-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Frederick Joel (Margaret Welles Barron) Swift,female,48,0,0,25.9292,a9acdca4-91d3-11e9-af94-a45e60d235db
0,3,Miss. Dorothy Edith Sage,female,14,8,2,69.55,a9acdcfe-91d3-11e9-af94-a45e60d235db
0,2,Mr. John William Gill,male,24,0,0,13,a9acdd4e-91d3-11e9-af94-a45e60d235db
1,2,Mrs. (Karolina) Bystrom,female,42,0,0,13,a9acdda8-91d3-11e9-af94-a45e60d235db
1,2,Miss. Asuncion Duran y More,female,27,1,0,13.8583,a9acddf8-91d3-11e9-af94-a45e60d235db
0,1,Mr. Washington Augustus II Roebling,male,31,0,0,50.4958,a9acde52-91d3-11e9-af94-a45e60d235db
0,3,Mr. Philemon van Melkebeke,male,23,0,0,9.5,a9acdeac-91d3-11e9-af94-a45e60d235db
1,3,Master. Harold Theodor Johnson,male,4,1,1,11.1333,a9acdf06-91d3-11e9-af94-a45e60d235db
0,3,Mr. Cerin Balkic,male,26,0,0,7.8958,a9acdf60-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Richard Leonard (Sallie Monypeny) Beckwith,female,47,1,1,52.5542,a9acdfb0-91d3-11e9-af94-a45e60d235db
0,1,Mr. Frans Olof Carlsson,male,33,0,0,5,a9ace014-91d3-11e9-af94-a45e60d235db
0,3,Mr. Victor Vander Cruyssen,male,47,0,0,9,a9ace064-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Samuel (Hannah Wizosky) Abelson,female,28,1,0,24,a9ace0b4-91d3-11e9-af94-a45e60d235db
1,3,Miss. Adele Kiamie Najib,female,15,0,0,7.225,a9ace10e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Alfred Ossian Gustafsson,male,20,0,0,9.8458,a9ace168-91d3-11e9-af94-a45e60d235db
0,3,Mr. Nedelio Petroff,male,19,0,0,7.8958,a9ace1c2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Kristo Laleff,male,23,0,0,7.8958,a9ace212-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Thomas Jr (Lily Alexenia Wilson) Potter,female,56,0,1,83.1583,a9ace26c-91d3-11e9-af94-a45e60d235db
1,2,Mrs. William (Imanita Parrish Hall) Shelley,female,25,0,1,26,a9ace2c6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johann Markun,male,33,0,0,7.8958,a9ace320-91d3-11e9-af94-a45e60d235db
0,3,Miss. Gerda Ulrika Dahlberg,female,22,0,0,10.5167,a9ace37a-91d3-11e9-af94-a45e60d235db
0,2,Mr. Frederick James Banfield,male,28,0,0,10.5,a9ace3d4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Henry Jr Sutehall,male,25,0,0,7.05,a9ace424-91d3-11e9-af94-a45e60d235db
0,3,Mrs. William (Margaret Norton) Rice,female,39,0,5,29.125,a9ace47e-91d3-11e9-af94-a45e60d235db
0,2,Rev. Juozas Montvila,male,27,0,0,13,a9ace4d8-91d3-11e9-af94-a45e60d235db
1,1,Miss. Margaret Edith Graham,female,19,0,0,30,a9ace528-91d3-11e9-af94-a45e60d235db
0,3,Miss. Catherine Helen Johnston,female,7,1,2,23.45,a9ace582-91d3-11e9-af94-a45e60d235db
1,1,Mr. Karl Howell Behr,male,26,0,0,30,a9ace5d2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Patrick Dooley,male,32,0,0,7.75,a9ace690-91d3-11e9-af94-a45e60d235db
